Abbey Road,Acton Central,Acton Town,Aldgate,Aldgate East,All,All Saints,All_Dest,Alperton,Amersham,Anerley,Angel,Archway,Arnos Grove,Arsenal,Baker Street,Balham,Bank and Monument,Barbican,Barking,Barkingside,Barons Court,Bayswater,Beckton,Beckton Park,Becontree,Belsize Park,Bermondsey,Bethnal Green,Blackfriars,Blackhorse Road,Blackwall,Bond Street,Borough,Boston Manor,Bounds Green,Bow Church,Bow Road,Brent Cross,Brentwood,Brixton,Brockley,Bromley-by-Bow,Brondesbury,Brondesbury Park,Bruce Grove,Buckhurst Hill,Burnt Oak,Bush Hill Park,Bushey,Caledonian Road,Caledonian Road & Barnsbury,Cambridge Heath,Camden Road,Camden Town,Canada Water,Canary Wharf,Canning Town,Cannon Street,Canonbury,Canons Park,Carpenders Park,Chadwell Heath,Chalfont & Latimer,Chalk Farm,Chancery Lane,Charing Cross,Chesham,Cheshunt,Chigwell,Chingford,Chiswick Park,Chorleywood,Clapham Common,Clapham High Street,Clapham Junction,Clapham North,Clapham South,Clapton,Cockfosters,Colindale,Colliers Wood,Covent Garden,Crossharbour,Crouch Hill,Croxley,Crystal Palace,Custom House,Cutty Sark,Cyprus,Dagenham East,Dagenham Heathway,Dalston Junction,Dalston Kingsland,Debden,Denmark Hill,Deptford Bridge,Devons Road,Dollis Hill,Ealing Broadway,Ealing Common,Earl's Court,East Acton,East Finchley,East Ham,East India,East Putney,Eastcote,Edgware,Edgware Road,Edmonton Green,Elephant & Castle,Elm Park,Elverson Road,Embankment,Emerson Park,Enfield Town,Epping,Euston,Euston Square,Fairlop,Farringdon,Finchley Central,Finchley Road,Finchley Road & Frognal,Finsbury Park,Forest Gate,Forest Hill,Fulham Broadway,Gallions Reach,Gants Hill,Gidea Park,Gloucester Road,Golders Green,Goldhawk Road,Goodge Street,Goodmayes,Gospel Oak,Grange Hill,Great Portland Street,Green Park,Greenford,Greenwich,Gunnersbury,Hackney Central,Hackney Downs,Hackney Wick,Haggerston,Hainault,Hammersmith,Hampstead,Hampstead Heath,Hanger Lane,Harlesden,Harold Wood,Harringay Green Lanes,Harrow & Wealdstone,Harrow-on-the-Hill,Hatch End,Hatton Cross,Headstone Lane,Heathrow Terminal 4,Heathrow Terminal 5,Heathrow Terminals 2 & 3,Hendon Central,Heron Quays,High Barnet,High Street Kensington,Highams Park,Highbury & Islington,Highgate,Hillingdon,Holborn,Holland Park,Holloway Road,Homerton,Honor Oak Park,Hornchurch,Hounslow Central,Hounslow East,Hounslow West,Hoxton,Hyde Park Corner,Ickenham,Ilford,Imperial Wharf,Island Gardens,Kennington,Kensal Green,Kensal Rise,Kensington,Kentish Town,Kentish Town West,Kenton,Kew Gardens,Kilburn,Kilburn High Road,Kilburn Park,King George V,King's Cross St. Pancras,Kingsbury,Knightsbridge,Ladbroke Grove,Lambeth North,Lancaster Gate,Langdon Park,Latimer Road,Leicester Square,Lewisham,Leyton,Leyton Midland Road,Leytonstone,Leytonstone High Road,Limehouse,Liverpool Street,London Bridge,London City Airport,London Fields,Loughton,Maida Vale,Manor House,Manor Park,Mansion House,Marble Arch,Maryland,Marylebone,Mile End,Mill Hill East,Moor Park,Moorgate,Morden,Mornington Crescent,Mudchute,Neasden,New Cross,New Cross Gate,Newbury Park,North Acton,North Ealing,North Greenwich,North Harrow,North Wembley,Northfields,Northolt,Northwick Park,Northwood,Northwood Hills,Norwood Junction,Notting Hill Gate,Oakwood,Old Street,Osterley,Oval,Oxford Circus,Paddington,Park Royal,Parsons Green,Peckham Rye,Penge West,Perivale,Piccadilly Circus,Pimlico,Pinner,Plaistow,Pontoon Dock,Poplar,Preston Road,Prince Regent,Pudding Mill Lane,Putney Bridge,Queen's Park,Queens Road Peckham,Queensbury,Queensway,Ravenscourt Park,Rayners Lane,Rectory Road,Redbridge,Regent's Park,Richmond,Rickmansworth,Roding Valley,Romford,Rotherhithe,Royal Albert,Royal Oak,Royal Victoria,Ruislip,Ruislip Gardens,Ruislip Manor,Russell Square,Seven Kings,Seven Sisters,Shadwell,Shenfield,Shepherd's Bush,Shepherd's Bush Market,Shoreditch High Street,Silver Street,Sloane Square,Snaresbrook,South Acton,South Ealing,South Hampstead,South Harrow,South Kensington,South Kenton,South Quay,South Ruislip,South Tottenham,South Wimbledon,South Woodford,Southbury,Southfields,Southgate,Southwark,St James Street,St. James's Park,St. John's Wood,St. Paul's,Stamford Brook,Stamford Hill,Stanmore,Star Lane,Stepney Green,Stockwell,Stoke Newington,Stonebridge Park,Stratford,Stratford High Street,Stratford International,Sudbury Hill,Sudbury Town,Surrey Quays,Swiss Cottage,Sydenham,Temple,Theobalds Grove,Theydon Bois,Tooting Bec,Tooting Broadway,Tottenham Court Road,Tottenham Hale,Totteridge & Whetstone,Tower Gateway,Tower Hill,Tufnell Park,Turkey Street,Turnham Green,Turnpike Lane,Upminster,Upminster Bridge,Upney,Upper Holloway,Upton Park,Uxbridge,Vauxhall,Victoria,Walthamstow Central,Walthamstow Queens Road,Wandsworth Road,Wanstead,Wanstead Park,Wapping,Warren Street,Warwick Avenue,Waterloo,Watford,Watford High Street,Watford Junction,Wembley Central,Wembley Park,West Acton,West Brompton,West Croydon,West Finchley,West Ham,West Hampstead,West Harrow,West India Quay,West Kensington,West Ruislip,West Silvertown,Westbourne Park,Westferry,Westminster,White City,White Hart Lane,Whitechapel,Willesden Green,Willesden Junction,Wimbledon,Wimbledon Park,Wood Green,Wood Lane,Wood Street,Woodford,Woodgrange Park,Woodside Park,Woolwich Arsenal
,,9.0,20.0,8.0,7497.0,,,5.0,2.0,,24.0,8.0,4.0,,39.0,14.0,119.0,24.0,20.0,2.0,11.0,4.0,,,2.0,10.0,9.0,13.0,8.0,12.0,,53.0,10.0,5.0,3.0,,5.0,3.0,,14.0,,6.0,,,,2.0,4.0,,,6.0,,,,19.0,51.0,153.0,43.0,-3.0,,3.0,,,5.0,6.0,,14.0,2.0,,,,7.0,7.0,6.0,,,5.0,6.0,,,9.0,4.0,10.0,,,3.0,,,,,3.0,5.0,,,5.0,,,,4.0,18.0,5.0,18.0,,5.0,5.0,,6.0,2.0,4.0,21.0,,15.0,2.0,,14.0,,,3.0,48.0,31.0,1.0,69.0,9.0,13.0,,21.0,,,11.0,,3.0,,12.0,9.0,2.0,19.0,,,1.0,25.0,61.0,6.0,,14.0,,,,,2.0,56.0,10.0,,,9.0,,,7.0,13.0,,6.0,,4.0,4.0,10.0,9.0,,5.0,14.0,,68.0,4.0,2.0,55.0,8.0,,,,3.0,3.0,3.0,2.0,,7.0,3.0,,,,4.0,3.0,,14.0,12.0,,8.0,2.0,8.0,,4.0,,94.0,5.0,19.0,8.0,3.0,7.0,,5.0,18.0,,6.0,,8.0,,,121.0,69.0,,,4.0,4.0,5.0,,-5.0,18.0,,12.0,10.0,5.0,6.0,60.0,6.0,11.0,,4.0,,,3.0,14.0,3.0,20.0,1.0,3.0,5.0,4.0,8.0,6.0,3.0,,17.0,,39.0,3.0,8.0,105.0,56.0,,9.0,,,,28.0,14.0,2.0,3.0,,,2.0,,,8.0,8.0,,2.0,8.0,9.0,2.0,,1.0,12.0,15.0,6.0,,,,,4.0,,2.0,2.0,3.0,14.0,,35.0,,,31.0,2.0,,,8.0,3.0,,3.0,,3.0,31.0,,,,,7.0,4.0,,6.0,4.0,24.0,,-2.0,14.0,,3.0,,5.0,,4.0,5.0,,4.0,132.0,,,1.0,2.0,,10.0,,,,1.0,5.0,15.0,44.0,13.0,2.0,,-7.0,3.0,,6.0,4.0,6.0,6.0,3.0,,4.0,18.0,44.0,73.0,20.0,,,3.0,,,46.0,5.0,45.0,7.0,,,6.0,23.0,,15.0,,1.0,15.0,20.0,1.0,,5.0,,,5.0,,12.0,25.0,,39.0,3.0,16.0,22.0,3.0,8.0,8.0,,3.0,,4.0,
,,,,,1307.0,,,,,,,,,,,,,,26.0,,,,,,,,,19.0,,,,,,,,,,,,,,,,,-7.0,,,,,,,18.0,51.0,,,,,,,,,,,,,,,-24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,31.0,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,12.0,,,,168.0,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,-177.0,,,,,,-24.0,,,,,,,,,,,,,,-9.0,,,,,,,,,21.0,,,,,-3.0,,183.0,,,,,,,,,,,,,,,,,,,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
,,,42.0,38.0,10295.0,,,,,,39.0,,,,79.0,,286.0,40.0,26.0,,,,,,,,14.0,17.0,55.0,,,95.0,19.0,,,,,,,25.0,,,,,,0.0,,,,,,,,31.0,83.0,198.0,53.0,,,,,,,,53.0,36.0,,,,,,,10.0,,,,,,,,,22.0,,,,,,,,,6.0,,,-42.0,,,,,26.0,,34.0,9.0,,9.0,,,,,37.0,,31.0,,,52.0,,,-17.0,93.0,51.0,,119.0,,,,,,,,,3.0,,,,,41.0,,,1.0,40.0,139.0,,,,,,,,2.0,94.0,,,10.0,,,,,,,,,,,,,,,27.0,,104.0,,,99.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,166.0,,34.0,,,10.0,,,45.0,,5.0,,2.0,,,171.0,135.0,,,-24.0,,,,,33.0,,,13.0,,,123.0,,,,,,,2.0,,,24.0,,,,,,,,,26.0,,74.0,,,213.0,105.0,,,,,,70.0,28.0,,,,,,,,13.0,,,,13.0,,,,,,,,,,,,,,,,,26.0,,,,,44.0,,,,41.0,-3.0,,,,,77.0,,,,,,-3.0,,,,48.0,,65.0,22.0,31.0,,,,,9.0,,,,91.0,,,,,,,,37.0,,,,22.0,86.0,,,,37.0,,,,,,,,,6.0,,78.0,160.0,,,,,,,90.0,,105.0,,,,,,,25.0,,,22.0,,,,,,,,,76.0,36.0,,64.0,,,,,,,,-3.0,,,
,,6.0,14.0,-9.0,3630.0,,,5.0,,,-39.0,3.0,3.0,,11.0,-302.0,-442.0,16.0,19.0,,7.0,,,,3.0,2.0,7.0,6.0,-45.0,9.0,,54.0,-90.0,4.0,4.0,,6.0,1.0,,-18.0,,6.0,,,,,4.0,,,-1.0,,,,-9.0,60.0,-6.0,36.0,13.0,,3.0,,,,5.0,-39.0,-36.0,,,,,7.0,,-52.0,,,-53.0,-16.0,,2.0,4.0,-30.0,15.0,,,,,,,,4.0,5.0,,,5.0,,,,5.0,15.0,5.0,19.0,5.0,5.0,5.0,,,2.0,4.0,7.0,,-66.0,,,-101.0,,,3.0,-14.0,,1.0,4.0,4.0,14.0,,9.0,,,14.0,,2.0,,1.0,7.0,,-38.0,,,,,-72.0,5.0,,7.0,,,,,2.0,16.0,9.0,,3.0,8.0,,,8.0,12.0,,,,4.0,3.0,9.0,7.0,,4.0,1.0,,51.0,3.0,,40.0,2.0,5.0,,,,4.0,4.0,1.0,,7.0,,,,,-12.0,3.0,,,2.0,,,3.0,9.0,,1.0,,-13.0,6.0,9.0,9.0,-1.0,8.0,,,-76.0,,5.0,,5.0,,,147.0,-160.0,,,,3.0,2.0,,17.0,10.0,,-3.0,8.0,4.0,,-339.0,-67.0,-7.0,,2.0,,,3.0,10.0,,10.0,,3.0,4.0,3.0,7.0,7.0,,,6.0,,-198.0,,-58.0,-137.0,22.0,9.0,11.0,,,2.0,39.0,-62.0,2.0,4.0,,,3.0,,,9.0,6.0,,3.0,6.0,2.0,3.0,,1.0,1.0,19.0,,,,,,4.0,,,,,13.0,,31.0,,,29.0,,,,0.0,2.0,,3.0,,,3.0,,,,,-135.0,4.0,,,1.0,33.0,,22.0,6.0,33.0,4.0,,6.0,,3.0,-24.0,,4.0,124.0,,,1.0,2.0,,6.0,,-8.0,,,,-84.0,-90.0,7.0,2.0,,-11.0,2.0,,1.0,5.0,,,3.0,,6.0,17.0,-84.0,-102.0,20.0,,,3.0,,,-60.0,5.0,-96.0,,,,6.0,21.0,,14.0,,1.0,19.0,21.0,,,4.0,,,2.0,,31.0,8.0,,47.0,2.0,17.0,,,4.0,,,3.0,,5.0,
,,6.0,10.0,-25.0,1340.0,,,3.0,2.0,,-89.0,-4.0,2.0,1.0,-9.0,-668.0,-499.0,13.0,18.0,1.0,4.0,5.0,,,2.0,1.0,0.0,3.0,-23.0,10.0,,35.0,-120.0,4.0,2.0,,4.0,0.0,,-39.0,,2.0,,,,2.0,1.0,,,-1.0,,,,-34.0,54.0,6.0,31.0,13.0,,3.0,,,,-1.0,-23.0,-54.0,2.0,,,,5.0,,-137.0,,,-114.0,-76.0,,2.0,2.0,-46.0,16.0,,,3.0,,,,,2.0,5.0,,,6.0,,,,2.0,9.0,5.0,11.0,3.0,1.0,5.0,,,2.0,2.0,-11.0,,-171.0,1.0,,-103.0,,,2.0,-53.0,,1.0,16.0,-1.0,5.0,,2.0,,,14.0,,1.0,,-3.0,4.0,2.0,-59.0,,,,33.0,-101.0,4.0,,6.0,,,,,2.0,13.0,2.0,,5.0,7.0,,,8.0,9.0,,6.0,,4.0,3.0,9.0,-1.0,,3.0,-3.0,,32.0,0.0,1.0,25.0,-4.0,-5.0,,,4.0,4.0,4.0,2.0,,5.0,,,,,-24.0,2.0,,,-3.0,,8.0,1.0,6.0,,2.0,,-58.0,4.0,-11.0,5.0,-5.0,5.0,,6.0,-115.0,,5.0,,7.0,,,142.0,-289.0,,,3.0,1.0,2.0,,23.0,-4.0,,-16.0,-2.0,5.0,,-354.0,-181.0,-20.0,,2.0,,,2.0,3.0,,2.0,2.0,2.0,2.0,3.0,5.0,6.0,4.0,,-2.0,2.0,-271.0,3.0,-123.0,-198.0,-4.0,8.0,11.0,,,4.0,25.0,-96.0,2.0,4.0,,,3.0,,,,3.0,,2.0,0.0,7.0,3.0,,1.0,-8.0,19.0,6.0,,,,,4.0,,2.0,1.0,3.0,-6.0,,6.0,,,22.0,3.0,,,-20.0,3.0,,3.0,,3.0,-14.0,,,2.0,,-156.0,2.0,,,2.0,29.0,,7.0,-13.0,32.0,1.0,,4.0,,-1.0,-52.0,,5.0,74.0,,,1.0,,,4.0,,-10.0,,1.0,-52.0,,-126.0,3.0,-1.0,,-32.0,0.0,,5.0,0.0,6.0,,3.0,,4.0,12.0,-167.0,-289.0,9.0,,,3.0,,,-105.0,-3.0,-151.0,,,,6.0,21.0,3.0,17.0,,0.0,15.0,14.0,,,3.0,2.0,,4.0,,28.0,-4.0,,41.0,3.0,15.0,,,1.0,,,2.0,,3.0,
,,9.0,16.0,17.0,5995.0,,,4.0,2.0,,17.0,1.0,2.0,1.0,27.0,7.0,-11.0,25.0,9.0,2.0,10.0,3.0,,,1.0,4.0,5.0,-7.0,23.0,8.0,,17.0,8.0,5.0,3.0,,4.0,2.0,,8.0,,5.0,,,,1.0,3.0,,,4.0,,,,-6.0,47.0,148.0,32.0,12.0,,3.0,,,5.0,2.0,-15.0,-19.0,2.0,,2.0,,6.0,5.0,3.0,,,2.0,4.0,,2.0,5.0,0.0,7.0,,,3.0,,,,,3.0,3.0,,,0.0,,,,2.0,5.0,5.0,17.0,5.0,-1.0,-7.0,,7.0,2.0,3.0,17.0,,9.0,1.0,,11.0,,,3.0,17.0,,1.0,70.0,0.0,11.0,,19.0,,,13.0,,1.0,,13.0,1.0,2.0,12.0,,,1.0,22.0,49.0,3.0,,15.0,,,,,1.0,58.0,5.0,,0.0,8.0,,,7.0,11.0,,5.0,,4.0,4.0,8.0,5.0,,5.0,4.0,,57.0,0.0,2.0,27.0,1.0,5.0,,,3.0,3.0,4.0,2.0,,3.0,2.0,,,,0.0,3.0,,13.0,-11.0,,7.0,3.0,6.0,,4.0,,64.0,5.0,7.0,8.0,3.0,-8.0,,5.0,7.0,,-5.0,,2.0,,,-25.0,55.0,,,4.0,2.0,2.0,,24.0,-12.0,,7.0,-1.0,0.0,6.0,66.0,4.0,-1.0,,3.0,,,1.0,0.0,3.0,8.0,1.0,2.0,4.0,1.0,8.0,6.0,3.0,,-13.0,2.0,32.0,3.0,-14.0,67.0,44.0,10.0,8.0,,,1.0,22.0,6.0,2.0,2.0,,,2.0,,,6.0,7.0,,2.0,-7.0,8.0,2.0,,1.0,9.0,16.0,6.0,1.0,,,,3.0,,2.0,2.0,3.0,10.0,,25.0,,,-6.0,2.0,,,9.0,3.0,,3.0,,3.0,32.0,2.0,,2.0,,6.0,2.0,,6.0,4.0,17.0,,23.0,5.0,-71.0,3.0,,4.0,,6.0,0.0,,4.0,52.0,,,2.0,2.0,,5.0,,16.0,,1.0,3.0,8.0,,10.0,2.0,,5.0,-1.0,,6.0,3.0,7.0,7.0,2.0,,-6.0,17.0,38.0,33.0,12.0,,,3.0,,,22.0,4.0,-12.0,7.0,,,6.0,19.0,1.0,14.0,,1.0,10.0,17.0,1.0,,5.0,2.0,,5.0,,22.0,-2.0,,43.0,2.0,14.0,24.0,3.0,5.0,,,2.0,,2.0,
,,1.0,23.0,29.0,1819.0,,,4.0,,,-30.0,-7.0,-9.0,-7.0,-27.0,11.0,236.0,-2.0,20.0,,-5.0,,,,2.0,-7.0,6.0,15.0,40.0,-170.0,,36.0,5.0,2.0,-24.0,,5.0,-2.0,,-64.0,,,,,,,2.0,,,-57.0,,,,-26.0,67.0,184.0,51.0,19.0,,2.0,,,,-7.0,40.0,-39.0,,,,,2.0,,-8.0,,,1.0,-1.0,,1.0,-22.0,0.0,-58.0,,,,,,,,3.0,5.0,,,,,,,-2.0,3.0,4.0,-20.0,6.0,-2.0,8.0,,4.0,1.0,-1.0,-29.0,,-25.0,2.0,,12.0,,,,-275.0,35.0,,-97.0,-3.0,4.0,,-320.0,,,2.0,,,,-10.0,-5.0,-2.0,12.0,,,,12.0,-159.0,5.0,,0.0,,,,,,-16.0,-8.0,,1.0,4.0,,,8.0,4.0,,5.0,,3.0,2.0,3.0,-24.0,,0.0,-7.0,,-735.0,0.0,,-92.0,-7.0,-57.0,,,3.0,1.0,3.0,0.0,,1.0,,,,,0.0,2.0,,17.0,-14.0,,8.0,1.0,5.0,,-2.0,,-491.0,5.0,-34.0,-3.0,-19.0,1.0,,1.0,-14.0,,,,,,,191.0,62.0,,,,-2.0,-12.0,,35.0,-20.0,,-19.0,11.0,4.0,,92.0,-1.0,-18.0,,2.0,,,,-1.0,,19.0,0.0,3.0,4.0,2.0,0.0,4.0,3.0,,0.0,-8.0,54.0,-4.0,1.0,-446.0,-26.0,9.0,-1.0,,,1.0,-28.0,-85.0,2.0,,,,1.0,,,-6.0,4.0,,2.0,-12.0,4.0,2.0,,,11.0,12.0,6.0,,,,,1.0,,,2.0,3.0,-57.0,,-145.0,,,-3.0,-2.0,,,-22.0,,,0.0,,3.0,-28.0,3.0,,1.0,,3.0,,,3.0,-5.0,-36.0,,22.0,1.0,41.0,4.0,,2.0,,7.0,-10.0,,3.0,149.0,,,1.0,2.0,,4.0,,24.0,,,1.0,-4.0,33.0,,1.0,,29.0,-1.0,,3.0,-7.0,6.0,,3.0,,6.0,3.0,-335.0,-631.0,-159.0,,,,,,-337.0,-3.0,8.0,,,,-1.0,-9.0,3.0,-17.0,,0.0,19.0,16.0,1.0,,-1.0,,,0.0,,5.0,-11.0,,58.0,0.0,16.0,22.0,0.0,-29.0,7.0,,,,3.0,
,,12.0,27.0,29.0,8905.0,,,,,,-11.0,-60.0,,,55.0,18.0,128.0,33.0,27.0,,12.0,,,,3.0,-16.0,14.0,17.0,34.0,14.0,,70.0,6.0,5.0,,,,2.0,,18.0,,,,,,,,,,8.0,,,,-60.0,80.0,196.0,58.0,24.0,,,,,,-1.0,48.0,7.0,,,,,9.0,,7.0,,,7.0,8.0,,,10.0,5.0,17.0,,,,,,,,,6.0,,,,,,,5.0,21.0,,25.0,9.0,-45.0,9.0,,,,,27.0,,19.0,2.0,,28.0,,,,9.0,,,83.0,-60.0,,,28.0,,,17.0,,3.0,,21.0,7.0,2.0,-10.0,,,,33.0,88.0,7.0,,17.0,,,,,2.0,72.0,-6.0,,8.0,10.0,,,,14.0,,,,,,11.0,,,-38.0,15.0,,85.0,-22.0,,71.0,7.0,6.0,,,,3.0,5.0,,,9.0,,,,,3.0,,,,-84.0,,,,,,,,79.0,,14.0,10.0,3.0,9.0,,5.0,-5.0,,7.0,,,,,214.0,51.0,,,,,,,36.0,19.0,,18.0,8.0,-1.0,,-35.0,6.0,-25.0,,,,,3.0,14.0,,20.0,2.0,,6.0,,,,,,16.0,,-1.0,3.0,6.0,128.0,74.0,,,,,,52.0,15.0,,6.0,,,,,,11.0,10.0,,,9.0,,,,,,21.0,,,,,,,,,,,18.0,,42.0,,,37.0,,,,28.0,,,4.0,,,55.0,,,,,5.0,,,,,44.0,,35.0,17.0,44.0,,,,,9.0,7.0,,,174.0,,,,,,13.0,,29.0,,,5.0,15.0,22.0,13.0,,,28.0,-13.0,,8.0,,,,,,8.0,20.0,57.0,81.0,25.0,,,,,,10.0,6.0,35.0,,,,,26.0,,22.0,,-6.0,23.0,,,,8.0,,,,,57.0,21.0,,60.0,,,29.0,,,10.0,,,,-19.0,
13.0,,,,,2981.0,12.0,,,,,,,,,,,183.0,,,,,,-6.0,0.0,,,,,,,3.0,,,,,25.0,,,,,,,,,,,,,,,,,,,,7.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,-71.0,38.0,-12.0,,,,,,,23.0,14.0,,,,,,,,18.0,,,,,,,,9.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,127.0,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,27.0,,,,,,,43.0,,,58.0,,,,,14.0,,,26.0,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,-32.0,,-60.0,13.0,,,,,,,,,,,,,,,,0.0,,-22.0,,,,,,,32.0,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,35.0,,,,,120.0,36.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,11.0,,,27.0,,-48.0,,,,,,,,,,,,,,,113.0
,,5.0,9.0,-10.0,-207.0,,,5.0,2.0,,-38.0,1.0,4.0,1.0,-8.0,10.0,41.0,-99.0,16.0,2.0,-2.0,-4.0,,,2.0,5.0,9.0,10.0,-776.0,11.0,,-19.0,0.0,3.0,3.0,,-3.0,0.0,,-5.0,,-1.0,,,,1.0,4.0,,,1.0,,,,-13.0,48.0,148.0,42.0,-153.0,,3.0,,,5.0,4.0,25.0,15.0,,,2.0,,-8.0,7.0,-4.0,,,0.0,-3.0,,2.0,4.0,1.0,11.0,,,3.0,,,,,1.0,5.0,,,5.0,,,,4.0,9.0,3.0,-49.0,7.0,4.0,-3.0,,-19.0,2.0,3.0,-18.0,,-11.0,2.0,,-631.0,,,3.0,21.0,-110.0,1.0,-208.0,2.0,13.0,,20.0,,,-34.0,,0.0,,-48.0,9.0,1.0,-27.0,,,1.0,-44.0,-20.0,6.0,,-27.0,,,,,1.0,-66.0,6.0,,6.0,8.0,,,7.0,13.0,,6.0,,-1.0,-5.0,-20.0,8.0,,5.0,-83.0,,70.0,4.0,2.0,38.0,5.0,2.0,,,2.0,1.0,2.0,0.0,,1.0,3.0,,,,1.0,3.0,,15.0,8.0,,,-6.0,8.0,,3.0,,-112.0,5.0,-6.0,-14.0,-17.0,6.0,,-2.0,-15.0,,-6.0,,2.0,,,-12.0,44.0,,,4.0,4.0,4.0,,-283.0,-1.0,,-7.0,-2.0,5.0,,-57.0,6.0,-5.0,,2.0,,,1.0,8.0,3.0,16.0,1.0,3.0,4.0,3.0,8.0,7.0,3.0,,-9.0,2.0,-30.0,2.0,-8.0,8.0,-133.0,5.0,-18.0,,,3.0,-112.0,3.0,2.0,-1.0,,,2.0,,,-25.0,6.0,,2.0,8.0,-8.0,2.0,,-2.0,8.0,-10.0,6.0,1.0,,,,-2.0,,2.0,2.0,3.0,8.0,,32.0,,,28.0,2.0,,,-286.0,2.0,,4.0,,3.0,-228.0,3.0,,2.0,,7.0,3.0,,1.0,4.0,22.0,,-540.0,10.0,23.0,-7.0,,4.0,,-23.0,-1.0,,2.0,67.0,,,2.0,2.0,,5.0,,-555.0,,1.0,3.0,5.0,-46.0,13.0,2.0,,,2.0,,-4.0,3.0,6.0,6.0,2.0,,-5.0,17.0,-71.0,-43.0,19.0,,,2.0,,,46.0,3.0,-20.0,7.0,,,6.0,20.0,4.0,-61.0,,1.0,10.0,17.0,1.0,,-24.0,2.0,,-10.0,,-351.0,17.0,,-78.0,4.0,15.0,-22.0,2.0,7.0,-5.0,,-1.0,,0.0,
,,9.0,8.0,19.0,6290.0,,,,,,-23.0,-4.0,4.0,,34.0,12.0,45.0,23.0,24.0,,7.0,,,,,-4.0,7.0,9.0,29.0,12.0,,47.0,-3.0,,3.0,,3.0,3.0,,6.0,,5.0,,,,,0.0,,,6.0,,,,-34.0,62.0,158.0,51.0,17.0,,,,,,-1.0,26.0,-38.0,,,,,,,5.0,,,4.0,4.0,,,-1.0,3.0,13.0,,,,,,,,,5.0,,,,,,,4.0,13.0,,21.0,6.0,-15.0,8.0,,5.0,,0.0,15.0,,5.0,,,7.0,,,,-82.0,,,63.0,-34.0,14.0,,22.0,,,13.0,,3.0,,12.0,-4.0,2.0,-68.0,,,,26.0,45.0,5.0,,17.0,,,,,2.0,47.0,-24.0,,7.0,9.0,,,,12.0,,,,4.0,4.0,9.0,1.0,,-21.0,13.0,,62.0,-6.0,,29.0,5.0,6.0,,,,3.0,4.0,,,6.0,,,,,-5.0,,,,-65.0,,,,9.0,,,,43.0,5.0,11.0,6.0,4.0,5.0,,2.0,-50.0,,6.0,,8.0,,,160.0,-6.0,,,,3.0,5.0,,28.0,15.0,,11.0,10.0,-23.0,,-64.0,7.0,-9.0,,4.0,,,,10.0,,18.0,,,5.0,3.0,8.0,7.0,,,11.0,,-64.0,3.0,-3.0,75.0,49.0,8.0,8.0,,,,36.0,-3.0,,5.0,,,,,,7.0,8.0,,,4.0,9.0,2.0,,1.0,,18.0,6.0,,,,,2.0,,,,,6.0,,34.0,,,23.0,2.0,,,15.0,,,4.0,,,27.0,,,,,7.0,4.0,,6.0,4.0,32.0,,16.0,13.0,32.0,5.0,,,,6.0,5.0,,,144.0,,,,,,10.0,,19.0,,,5.0,10.0,-67.0,11.0,-3.0,,15.0,,,7.0,4.0,7.0,,,,6.0,18.0,20.0,25.0,20.0,,,,,,-63.0,6.0,-30.0,,,,6.0,22.0,4.0,,,-2.0,20.0,,,,2.0,,,5.0,,33.0,13.0,,50.0,4.0,,26.0,,7.0,8.0,,4.0,,-16.0,
